GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
Psmc6,Esr1,GO:0045898,regulation of RNA polymerase II transcription preinitiation complex assembly,0.00097278616313472,0.00336154771719223,0.00153185949703119
Pkdcc,P2rx7,GO:0030501,positive regulation of bone mineralization,0.0151684930147672,0.0330964020026911,0.0150820520756229
Adam10,Apod,GO:2000404,regulation of T cell migration,0.0640917275497402,0.109253486011163,0.0497868851523413
Hmox1,Il10,GO:0002719,negative regulation of cytokine production involved in immune response,0.0179748271088089,0.0378533920641173,0.0172498155631408
Armh3,Mapk1,GO:1903358,regulation of Golgi organization,0.0367562243835457,0.0679388520492652,0.0309597793887607
Csf1r,Sema3a,GO:0021872,forebrain generation of neurons,0.0553771879175425,0.0968817508583723,0.0441490773379137
Srebf2,Apoc1,GO:0032372,negative regulation of sterol transport,2.5990939466577e-05,0.000159217781686247,7.25556474254173e-05
Smarcc1,Btg1,GO:0045663,positive regulation of myoblast differentiation,0.178430844714158,0.243425713611633,0.110929257172359
Lrp2,Trf,GO:0070444,oligodendrocyte progenitor proliferation,0.0140055352980387,0.0309882176557344,0.0141213510875448
Tspo,Trem2,GO:0009595,detection of biotic stimulus,0.00601824920881534,0.015538922137515,0.0070810969983382
Lrp1,Pick1,GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,0.105251457309221,0.160409975043466,0.0730989307193632
Cdh1,Esr1,GO:0060065,uterus development,0.00504684326727194,0.0134485115559317,0.00612849552678521
Tacc3,Rhoa,GO:0031122,cytoplasmic microtubule organization,0.0553771879175425,0.0968817508583723,0.0441490773379137
Vegfa,Rin3,GO:0002551,mast cell chemotaxis,0.0216994310122023,0.0443851997976865,0.0202263646266202
H2-Aa,H2-K1,GO:0002478,antigen processing and presentation of exogenous peptide antigen,0.00291115512090089,0.00846200262194845,0.00385614013867448
Sema3a,Zswim6,GO:0021872,forebrain generation of neurons,0.0553771879175425,0.0968817508583723,0.0441490773379137
Setd7,Aicda,GO:0070828,heterochromatin organization,0.257573351245381,0.331807255101939,0.151204783532361
Arsa,Adam1b,GO:0007339,binding of sperm to zona pellucida,0.0837948433112625,0.133558491935528,0.0608626922754169
Gsk3b,Cthrc1,GO:0033688,regulation of osteoblast proliferation,0.0108702734890186,0.0249840963255669,0.0113852690638076
Fbxl3,Fbxl13,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,0.0735826925319416,0.121220042610424,0.0552400528344737
Psen1,Hbegf,GO:0007176,regulation of epidermal growth factor-activated receptor activity,0.00119504278484715,0.00402494713973563,0.00183417104850812
Slc6a4,Fcer1g,GO:0001820,serotonin secretion,0.00567609394845564,0.0148346822189987,0.0067601744060899
Vegfa,Bcl2,GO:0001658,branching involved in ureteric bud morphogenesis,0.0750190354704256,0.123416417616959,0.0562409423638994
Adam10,Ece2,GO:0016486,peptide hormone processing,0.0124079411907271,0.0280837001482556,0.0127977605565018
Fermt2,Tgfb2,GO:0010718,positive regulation of epithelial to mesenchymal transition,0.0202699661758856,0.042152796234425,0.0192090568602902
Snca,Iapp,GO:0031648,protein destabilization,0.0392172412750855,0.0718882661658152,0.0327595299891179
Cdk5,Ret,GO:0042501,serine phosphorylation of STAT protein,0.211414814617314,0.280496046438622,0.127822232128122
Gstp1,Ptgs2,GO:0006692,prostanoid metabolic process,0.214926132945895,0.284461058310744,0.129629090635912
Dpp4,Lrrk2,GO:0035641,locomotory exploration behavior,0.000120993913243698,0.000586355118027151,0.000267202411433557
Trim9,Rap1a,GO:1903306,negative regulation of regulated secretory pathway,0.000629125037101383,0.00237709175950238,0.00108324227214891
Ptn,Trp53,GO:0007406,negative regulation of neuroblast proliferation,0.00196350162697614,0.00606107963122133,0.00276203795884351
Nrxn1,Map4,GO:0120033,negative regulation of plasma membrane bounded cell projection assembly,0.0201360008977621,0.0419033259294529,0.0190953730788748
Plppr4,Cd36,GO:0140354,lipid import into cell,0.0171224300890434,0.0368757625343377,0.0168043091459296
Bmper,Il10,GO:1903672,positive regulation of sprouting angiogenesis,0.000296925336629957,0.00126304061103788,0.000575568433926772
Trpm1,Oga,GO:0060402,calcium ion transport into cytosol,0.00340490572476616,0.00972122028173257,0.00442996645121032
Fgf1,Lrp2,GO:0010092,specification of animal organ identity,0.113112868049615,0.169456950006745,0.0772216431372249
Dcn,F13a1,GO:0018149,peptide cross-linking,0.0366500008818577,0.0679388520492652,0.0309597793887607
Bcl2,Tph1,GO:0030279,negative regulation of ossification,0.0512284938494612,0.089991938857947,0.0410093854954827
Cradd,Wac,GO:0031571,mitotic G1 DNA damage checkpoint signaling,0.087317859527609,0.138216712317572,0.0629854463553321
Akt1,Atp5j,GO:0032891,negative regulation of organic acid transport,0.0014510838656689,0.00469699131207592,0.00214042201813107
Notch1,Plaur,GO:0060742,epithelial cell differentiation involved in prostate gland development,0.00349285384365679,0.00985607272715034,0.00449141879893533
Pid1,Picalm,GO:1903077,negative regulation of protein localization to plasma membrane,0.0260515846611557,0.0516818045054168,0.0235514321722789
Tyrobp,Tbk1,GO:0002218,activation of innate immune response,0.0452677528545687,0.0809221926029253,0.0368762961850555
Trem1,Mapk1,GO:1905523,positive regulation of macrophage migration,0.0108702734890186,0.0249840963255669,0.0113852690638076
Tmed10,Trappc6a,GO:0006903,vesicle targeting,0.118579910341308,0.176279374911259,0.0803306266359007
Src,Mapk1,GO:2000641,regulation of early endosome to late endosome transport,0.00088126984327038,0.0031117404200432,0.00141802214805996
Src,Ager,GO:0045056,transcytosis,0.000386787962902,0.00157692503948806,0.000718605773611847
Htr6,Crhr1,GO:0051953,negative regulation of amine transport,0.0224602514614466,0.0456605315885727,0.0208075341592564
Pmaip1,Btg1,GO:0044346,fibroblast apoptotic process,0.00291115512090089,0.00846200262194845,0.00385614013867448
Nrxn1,Cdh13,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,0.0614090403544442,0.105673693651912,0.0481555714289413
Peli3,Ubr5,GO:0070534,protein K63-linked ubiquitination,0.159034657932529,0.221045617214628,0.100730632581999
Ovol2,Parp1,GO:0060390,regulation of SMAD protein signal transduction,0.0509800141280981,0.089608042454234,0.0408344436528023
Vcp,Hmox1,GO:0071243,cellular response to arsenic-containing substance,0.00567609394845564,0.0148346822189987,0.0067601744060899
Pdcd1lg2,Tyrobp,GO:0032693,negative regulation of interleukin-10 production,0.0146455961035057,0.0320724085911019,0.0146154176070958
Insig1,Tgfb2,GO:1904888,cranial skeletal system development,0.50184862856362,0.552837114292889,0.251928235172647
Nfib,Nrp1,GO:0071679,commissural neuron axon guidance,0.00140833844608936,0.00459090718945797,0.00209207941395341
Cyp2d22,Tph1,GO:0042428,serotonin metabolic process,0.0312714954832356,0.059681090710193,0.0271967121365009
Lmod3,Clec16a,GO:0043242,negative regulation of protein-containing complex disassembly,0.221009183827567,0.290775987075838,0.13250680781137
Chrm3,Grm8,GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,0.0932331597879031,0.146649267103968,0.0668281670960528
Rac1,Ager,GO:0010762,regulation of fibroblast migration,0.0640917275497402,0.109253486011163,0.0497868851523413
Pnp,Acot7,GO:0009166,nucleotide catabolic process,0.166266102051467,0.22986893526866,0.104751424399788
Glo1,Aldh2,GO:0046185,aldehyde catabolic process,0.0312714954832356,0.059681090710193,0.0271967121365009
Lpl,Vdr,GO:0031670,cellular response to nutrient,0.0332991203639086,0.0629684787924148,0.0286947770392906
Fgf10,Wnt3,GO:0031128,developmental induction,0.0435732048375838,0.0781497245888339,0.035612880694661
Irx1,Gli2,GO:0009954,proximal/distal pattern formation,0.0224602514614466,0.0456605315885727,0.0208075341592564
Psen1,Ube2l3,GO:0051438,regulation of ubiquitin-protein transferase activity,0.0837948433112625,0.133558491935528,0.0608626922754169
Pkhd1,Map4,GO:0051293,establishment of spindle localization,0.0311505255860187,0.059681090710193,0.0271967121365009
Parp1,Igf1,GO:0010613,positive regulation of cardiac muscle hypertrophy,0.00876544909514296,0.0209593339330526,0.00955118220472924
Il6,Cfh,GO:0070527,platelet aggregation,0.0947126815793727,0.147913697000335,0.0674043686282142
Ccl22,Robo1,GO:1990868,response to chemokine,0.103154650079768,0.157736479490907,0.0718806170445306
Ccl12,Il6,GO:0071347,cellular response to interleukin-1,0.269963952094225,0.34563296146404,0.157505166979436
Zdhhc3,Abca1,GO:0006497,protein lipidation,0.42759429247828,0.492713099823355,0.224529682388834
Ece1,Col25a1,GO:0060385,axonogenesis involved in innervation,0.000641429826307797,0.00240837986853963,0.00109750028393548
Mapk1,Tcf7l2,GO:0060324,face development,0.144972680645003,0.204444272775764,0.0931653890448938
Ddah1,Nit2,GO:0009064,glutamine family amino acid metabolic process,0.0628141195957806,0.107689059232526,0.0490739748443871
Chrm1,Erc2,GO:0007274,neuromuscular synaptic transmission,0.0014510838656689,0.00469699131207592,0.00214042201813107
Fat1,Mark2,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,0.0184564572026534,0.0387721643937806,0.017668500715699
Il1a,Serpina3n,GO:0006953,acute-phase response,0.00876544909514296,0.0209593339330526,0.00955118220472924
Srebf2,Abcg8,GO:0032372,negative regulation of sterol transport,2.5990939466577e-05,0.000159217781686247,7.25556474254173e-05
Peli3,Trim56,GO:0070534,protein K63-linked ubiquitination,0.159034657932529,0.221045617214628,0.100730632581999
Myo1c,Auts2,GO:1901985,positive regulation of protein acetylation,0.0392172412750855,0.0718882661658152,0.0327595299891179
Gsk3b,Htr2a,GO:0044380,protein localization to cytoskeleton,0.118579910341308,0.176279374911259,0.0803306266359007
Csf1r,Rhoa,GO:0021872,forebrain generation of neurons,0.0553771879175425,0.0968817508583723,0.0441490773379137
Ptk2b,Grin3b,GO:0035235,ionotropic glutamate receptor signaling pathway,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Tom1l2,Esr1,GO:0045839,negative regulation of mitotic nuclear division,0.0421742659095942,0.0763730654974044,0.0348032559827243
Dapk1,Lamp1,GO:0048102,autophagic cell death,0.0262510753043387,0.0516818045054168,0.0235514321722789
Cdk5,Cacna1a,GO:0021697,cerebellar cortex formation,0.0141242972715253,0.0311244179565827,0.0141834176538726
Cldn1,Il18,GO:0070673,response to interleukin-18,0.0176181453993575,0.037312314301187,0.0170032460720882
Fgf10,Yap1,GO:0060602,branch elongation of an epithelium,0.00233849408322363,0.00705082472951809,0.00321306544856551
Tnf,Cd33,GO:0043666,regulation of phosphoprotein phosphatase activity,0.112367015639042,0.168508290804226,0.0767893385171261
Erbb4,Rab38,GO:1903727,positive regulation of phospholipid metabolic process,0.00088126984327038,0.0031117404200432,0.00141802214805996
Kras,Esr1,GO:0051000,positive regulation of nitric-oxide synthase activity,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Xrcc3,Brca2,GO:0000722,telomere maintenance via recombination,0.00449592119578515,0.0121591000256548,0.00554090984768441
Snca,Acot7,GO:0033866,nucleoside bisphosphate biosynthetic process,0.0789837894846804,0.128351338600546,0.058489789089217
Epc2,Zcwpw1,GO:0045911,positive regulation of DNA recombination,0.113603464054099,0.170106763163318,0.077517763418398
Cpsf6,Nup62,GO:0006405,RNA export from nucleus,0.339440250138445,0.422535336330822,0.192549629588561
Setd7,Kdm4b,GO:0051570,regulation of histone H3-K9 methylation,0.384507229426386,0.46303335374586,0.211004602656733
Cd44,Trp73,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,0.0560635612807287,0.0970892402387619,0.0442436303844932
Pvr,Nectin2,GO:0002858,regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,0.00816074974271046,0.0198908594279102,0.00906427767272836
Shank2,Syngap1,GO:0099558,maintenance of synapse structure,0.000224291459940297,0.00099215401902637,0.000452125236476687
Notch1,Nanog,GO:0007492,endoderm development,0.124564537191823,0.18190981346548,0.0828964211738221
Camk2a,Hmgcr,GO:0010663,positive regulation of striated muscle cell apoptotic process,0.000496562059061707,0.00194370433190603,0.000885747337460935
Gpaa1,Zdhhc19,GO:0006497,protein lipidation,0.42759429247828,0.492713099823355,0.224529682388834
Vcp,Parp1,GO:2001169,regulation of ATP biosynthetic process,0.00422774649319413,0.0116335920743756,0.00530143553000168
Tspo,Clec16a,GO:1903146,regulation of autophagy of mitochondrion,0.0260515846611557,0.0516818045054168,0.0235514321722789
Cntnap2,Spg11,GO:0061744,motor behavior,0.0104015716660687,0.0242419806936999,0.0110470864841712
Selp,Ryr2,GO:0035584,calcium-mediated signaling using intracellular calcium source,0.000224291459940297,0.00099215401902637,0.000452125236476687
Vegfa,Tfcp2l1,GO:0002070,epithelial cell maturation,0.105251457309221,0.160409975043466,0.0730989307193632
Exoc4,Tmed10,GO:0006903,vesicle targeting,0.118579910341308,0.176279374911259,0.0803306266359007
Nup62,Htr2a,GO:0044380,protein localization to cytoskeleton,0.118579910341308,0.176279374911259,0.0803306266359007
Pmaip1,Psen2,GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,0.0312714954832356,0.059681090710193,0.0271967121365009
Erbb4,Egfr,GO:0038128,ERBB2 signaling pathway,0.00349285384365679,0.00985607272715034,0.00449141879893533
Notch1,Rnf165,GO:0030513,positive regulation of BMP signaling pathway,0.270904810626171,0.346297584706884,0.157808036226626
Slc16a9,Abcg2,GO:0046415,urate metabolic process,0.000660359749606048,0.00245786884414938,0.00112005244254338
Htr2c,Cd36,GO:0019934,cGMP-mediated signaling,0.0224602514614466,0.0456605315885727,0.0208075341592564
Itsn2,Hip1r,GO:0072583,clathrin-dependent endocytosis,0.136215991550778,0.196021329509835,0.089327048280347
Rest,Tgfb2,GO:0010002,cardioblast differentiation,0.0176181453993575,0.037312314301187,0.0170032460720882
Dpysl3,Nrp1,GO:0051491,positive regulation of filopodium assembly,0.0201360008977621,0.0419033259294529,0.0190953730788748
Sirt2,Nrp1,GO:0035729,cellular response to hepatocyte growth factor stimulus,0.000483651787271684,0.00190563261805203,0.000868398032515112
Ptprs,Trem2,GO:0034122,negative regulation of toll-like receptor signaling pathway,0.0728731367254119,0.120216572023592,0.0547827706306337
Mecom,Atf7ip,GO:0070828,heterochromatin organization,0.257573351245381,0.331807255101939,0.151204783532361
Park7,Tcf7l2,GO:0046825,regulation of protein export from nucleus,0.00526079729018184,0.0139194835463034,0.00634311777135332
Tnrc6a,Celf1,GO:0061157,mRNA destabilization,0.257573351245381,0.331807255101939,0.151204783532361
Alox5ap,App,GO:0070206,protein trimerization,0.00704604369279429,0.0178085183705126,0.00811535348863354
Plec,Pid1,GO:0070584,mitochondrion morphogenesis,0.0295436425380546,0.0574086690228106,0.0261611680847913
Inpp5d,Il4i1,GO:0045577,regulation of B cell differentiation,0.0224602514614466,0.0456605315885727,0.0208075341592564
Pvr,Tap2,GO:0002715,regulation of natural killer cell mediated immunity,0.0667426221472225,0.113610521487806,0.0517723890735445
Agt,Bcl2,GO:0040018,positive regulation of multicellular organism growth,0.0366500008818577,0.0679388520492652,0.0309597793887607
Src,Cd44,GO:0072673,lamellipodium morphogenesis,0.0312714954832356,0.059681090710193,0.0271967121365009
Trem2,Hspg2,GO:1905907,negative regulation of amyloid fibril formation,5.38073235002035e-06,4.0304985124996e-05,1.83670081271362e-05
Nfib,Sec24b,GO:0048857,neural nucleus development,0.00422774649319413,0.0116335920743756,0.00530143553000168
Dapk1,Rbms3,GO:0002357,defense response to tumor cell,0.0108562360850513,0.0249840963255669,0.0113852690638076
Nrxn1,Ptk2b,GO:2000310,regulation of NMDA receptor activity,0.00119504278484715,0.00402494713973563,0.00183417104850812
Phf14,Ptn,GO:0010463,mesenchymal cell proliferation,0.233887298252125,0.306977078955913,0.139889655995211
Il1a,Nr3c2,GO:0006883,cellular sodium ion homeostasis,0.0260515846611557,0.0516818045054168,0.0235514321722789
Il18,Cblc,GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,0.0392172412750855,0.0718882661658152,0.0327595299891179
Cd36,Plcg2,GO:0060100,positive regulation of phagocytosis engulfment,5.95526776692094e-05,0.000323139416002011,0.000147254843575819
Abcc2,Abcg2,GO:0046618,xenobiotic export from cell,0.00097278616313472,0.00336154771719223,0.00153185949703119
Fcgr2b,Cd44,GO:0001781,neutrophil apoptotic process,0.000101681597225435,0.000506714703908602,0.000230910222543585
Tyrobp,Plcg2,GO:0002281,macrophage activation involved in immune response,0.000166405518829655,0.000777468407646751,0.000354292862720438
Vegfa,Traf2,GO:0048255,mRNA stabilization,0.0484988280685495,0.0860811049793206,0.039227215934823
Fcer1g,Tyrobp,GO:2000010,positive regulation of protein localization to cell surface,0.000386787962902,0.00157692503948806,0.000718605773611847
Tnf,Apoc1,GO:0050995,negative regulation of lipid catabolic process,0.00119504278484715,0.00402494713973563,0.00183417104850812
Zdhhc3,Lsr,GO:0044872,lipoprotein localization,0.000120993913243698,0.000586355118027151,0.000267202411433557
Tnf,Sh3d19,GO:0051044,positive regulation of membrane protein ectodomain proteolysis,0.000483651787271684,0.00190563261805203,0.000868398032515112
Pparg,Cfh,GO:0002021,response to dietary excess,0.0110334455701005,0.0252911419904448,0.0115251899744524
Apoe,Cdk5,GO:0032801,receptor catabolic process,0.0461606794045373,0.0821747966199155,0.0374471086562373
Park7,Heyl,GO:0060765,regulation of androgen receptor signaling pathway,0.000787540042067357,0.00285662251622614,0.00130176475215089
Fgf1,Ngfr,GO:0110110,positive regulation of animal organ morphogenesis,0.0366500008818577,0.0679388520492652,0.0309597793887607
Msx2,Meiosin,GO:0045836,positive regulation of meiotic nuclear division,0.00861757615456956,0.0206801095770244,0.00942393948275429
Lrp2,Nrp1,GO:0060982,coronary artery morphogenesis,3.48467045943055e-05,0.000204267901074357,9.30850163450131e-05
Ubr5,Spi1,GO:0031057,negative regulation of histone modification,0.187354091708389,0.253501317254654,0.115520716353482
Prkcq,App,GO:1902749,regulation of cell cycle G2/M phase transition,0.390063932054402,0.464420396526056,0.211636678960385
Ide,Dio2,GO:0042447,hormone catabolic process,0.000101681597225435,0.000506714703908602,0.000230910222543585
Spred2,Prkaa1,GO:0090311,regulation of protein deacetylation,0.0708110396814941,0.117100925058024,0.053362968267219
Lrp8,Ptn,GO:1900006,positive regulation of dendrite development,0.00233849408322363,0.00705082472951809,0.00321306544856551
Egfr,Ppid,GO:0070141,response to UV-A,2.5990939466577e-05,0.000159217781686247,7.25556474254173e-05
Vegfa,Dag1,GO:0071679,commissural neuron axon guidance,0.00140833844608936,0.00459090718945797,0.00209207941395341
Aldh1a2,Gli2,GO:0009954,proximal/distal pattern formation,0.0224602514614466,0.0456605315885727,0.0208075341592564
Lmod3,Fmn2,GO:0045010,actin nucleation,0.0392172412750855,0.0718882661658152,0.0327595299891179
Scarb1,Srebf2,GO:0010884,positive regulation of lipid storage,0.00422774649319413,0.0116335920743756,0.00530143553000168
Iapp,Lrrk2,GO:0010738,regulation of protein kinase A signaling,0.000386787962902,0.00157692503948806,0.000718605773611847
Parp1,Msh2,GO:0045911,positive regulation of DNA recombination,0.113603464054099,0.170106763163318,0.077517763418398
Ache,Hnmt,GO:0042135,neurotransmitter catabolic process,0.000101681597225435,0.000506714703908602,0.000230910222543585
Grin2b,Camk2a,GO:0035235,ionotropic glutamate receptor signaling pathway,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Ghrl,Bmper,GO:1903672,positive regulation of sprouting angiogenesis,0.000296925336629957,0.00126304061103788,0.000575568433926772
Idua,Manba,GO:0006516,glycoprotein catabolic process,0.0332991203639086,0.0629684787924148,0.0286947770392906
Park7,Serpine1,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,0.0094534823690817,0.0223809699283837,0.0101990226591817
Hydin,Ulk4,GO:0001578,microtubule bundle formation,0.651340136588746,0.678196019047259,0.309054370197678
Ranbp2,Fkbp5,GO:0000413,protein peptidyl-prolyl isomerization,0.000386787962902,0.00157692503948806,0.000718605773611847
Htr6,Trh,GO:0014052,regulation of gamma-aminobutyric acid secretion,0.000159221289094111,0.00074740346292412,0.000340592247713388
Mmp3,Egfr,GO:0070141,response to UV-A,2.5990939466577e-05,0.000159217781686247,7.25556474254173e-05
Cr1l,Tnf,GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,0.000224291459940297,0.00099215401902637,0.000452125236476687
Akt1,Tlr2,GO:0007252,I-kappaB phosphorylation,0.000224291459940297,0.00099215401902637,0.000452125236476687
Notch1,Ppard,GO:0045662,negative regulation of myoblast differentiation,0.0124253363396125,0.0280837001482556,0.0127977605565018
Notch4,Vegfa,GO:0048845,venous blood vessel morphogenesis,0.00140833844608936,0.00459090718945797,0.00209207941395341
Abhd12,Dio2,GO:0042219,cellular modified amino acid catabolic process,0.0788837910449651,0.128351338600546,0.058489789089217
Tmed10,Ager,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Scara5,Trf,GO:0006826,iron ion transport,0.0421742659095942,0.0763730654974044,0.0348032559827243
Rap1a,Plk2,GO:0032486,Rap protein signal transduction,0.00196350162697614,0.00606107963122133,0.00276203795884351
Ghrl,Hcrtr2,GO:0042745,circadian sleep/wake cycle,0.0249514639239665,0.0500618543697417,0.0228132198341469
Cdk5r1,Spi1,GO:0045346,regulation of MHC class II biosynthetic process,0.000483651787271684,0.00190563261805203,0.000868398032515112
Fyn,Src,GO:0036120,cellular response to platelet-derived growth factor stimulus,0.00148159410857285,0.00475715704925348,0.00216783958398026
Erbb4,Zdhhc3,GO:0032230,positive regulation of synaptic transmission GABAergic,0.0104015716660687,0.0242419806936999,0.0110470864841712
Tgfb2,Rarb,GO:0061037,negative regulation of cartilage development,0.0560635612807287,0.0970892402387619,0.0442436303844932
Vegfa,Rdx,GO:1902946,protein localization to early endosome,0.00097278616313472,0.00336154771719223,0.00153185949703119
Ctnna3,Kcnq1,GO:0086005,ventricular cardiac muscle cell action potential,0.007010775582931,0.0178085183705126,0.00811535348863354
Arg2,Cd55,GO:2000561,regulation of CD4-positive alpha-beta T cell proliferation,0.0260515846611557,0.0516818045054168,0.0235514321722789
Il1a,Agt,GO:0006883,cellular sodium ion homeostasis,0.0260515846611557,0.0516818045054168,0.0235514321722789
Car12,Sfxn1,GO:0006730,one-carbon metabolic process,0.00776644911718949,0.0193595160209826,0.00882214413408359
Lrp2,Esr1,GO:0030540,female genitalia development,0.00567609394845564,0.0148346822189987,0.0067601744060899
Src,Dlc1,GO:0051895,negative regulation of focal adhesion assembly,0.000660359749606048,0.00245786884414938,0.00112005244254338
Fancd2,Psen1,GO:0048854,brain morphogenesis,0.0123102845987021,0.027982169891087,0.0127514931517929
Ahcyl1,Pemt,GO:0046500,S-adenosylmethionine metabolic process,0.155610643523414,0.216588302671542,0.0986994314245203
Lamb2,Loxl3,GO:2001044,regulation of integrin-mediated signaling pathway,0.00288063467220185,0.00839775865227866,0.00382686411960674
Epg5,Bin1,GO:0008333,endosome to lysosome transport,0.103154650079768,0.157736479490907,0.0718806170445306
Trem2,Cd55,GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,0.000224291459940297,0.00099215401902637,0.000452125236476687
Tspo,Kcnq1,GO:0035930,corticosteroid hormone secretion,0.00288063467220185,0.00839775865227866,0.00382686411960674
Fancd2,Sharpin,GO:0023035,CD40 signaling pathway,0.00449592119578515,0.0121591000256548,0.00554090984768441
Bche,Rxra,GO:0033273,response to vitamin,0.00457554961729879,0.0123409934472885,0.00562379879908976
Brca2,Plk2,GO:0032465,regulation of cytokinesis,0.479495303837761,0.535706438952585,0.244121775196966
Rnf6,Park7,GO:0060765,regulation of androgen receptor signaling pathway,0.000787540042067357,0.00285662251622614,0.00130176475215089
Apoe,Nos3,GO:0007263,nitric oxide mediated signal transduction,0.00422774649319413,0.0116335920743756,0.00530143553000168
Dpp4,Crhr1,GO:0035641,locomotory exploration behavior,0.000120993913243698,0.000586355118027151,0.000267202411433557
Lrp1,Trf,GO:0060395,SMAD protein signal transduction,0.295599159314424,0.37410889585469,0.170481668937168
Aldh2,Snca,GO:0042416,dopamine biosynthetic process,4.00300709387566e-05,0.000230809224054391,0.000105179914615473
Esr2,Tcf7l2,GO:0048806,genitalia development,0.068746292014901,0.115370731466121,0.0525745179138582
Mapt,Uchl1,GO:0051654,establishment of mitochondrion localization,0.00597225186898746,0.0154735616605584,0.00705131218616838
Abcd2,Abca1,GO:0032365,intracellular lipid transport,0.00876544909514296,0.0209593339330526,0.00955118220472924
Fas,Zap70,GO:0045061,thymic T cell selection,0.124484831810622,0.18190981346548,0.0828964211738221
Lrp2,Sec24b,GO:0060982,coronary artery morphogenesis,3.48467045943055e-05,0.000204267901074357,9.30850163450131e-05
Ddah1,Nos3,GO:0006527,arginine catabolic process,0.00816074974271046,0.0198908594279102,0.00906427767272836
Tlr2,Gapdh,GO:0009620,response to fungus,0.20423021282374,0.271867843360784,0.123890354332813
Myo1c,Cdk5,GO:0090314,positive regulation of protein targeting to membrane,0.00174685629875519,0.00549103726263119,0.00250226927801564
Notch1,Creb3l1,GO:0070278,extracellular matrix constituent secretion,0.0216994310122023,0.0443851997976865,0.0202263646266202
Traip,Adam17,GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,0.0304483787030412,0.0589561781099002,0.0268663689896234
Abca8b,Pemt,GO:0006686,sphingomyelin biosynthetic process,0.00140833844608936,0.00459090718945797,0.00209207941395341
Il1a,Hmox1,GO:0002246,wound healing involved in inflammatory response,6.15562368606792e-05,0.000331009952930067,0.00015084145241029
Cacna1a,Chrm1,GO:0007274,neuromuscular synaptic transmission,0.0014510838656689,0.00469699131207592,0.00214042201813107
Reln,Ywhaz,GO:0060074,synapse maturation,0.00291115512090089,0.00846200262194845,0.00385614013867448
Slc4a2,Slc4a9,GO:0015701,bicarbonate transport,0.0426982605216959,0.0768337610409952,0.0350131952437618
Apoc1,Abca1,GO:0033700,phospholipid efflux,0.000345020000917644,0.00143398937881396,0.000653469899398842
Ptpa,Tnf,GO:0010923,negative regulation of phosphatase activity,0.0789837894846804,0.128351338600546,0.058489789089217
Atp5j,Tgfb2,GO:0045823,positive regulation of heart contraction,0.0110334455701005,0.0252911419904448,0.0115251899744524
Htr6,Gabbr1,GO:0014052,regulation of gamma-aminobutyric acid secretion,0.000159221289094111,0.00074740346292412,0.000340592247713388
Tspo,Tlr4,GO:0009595,detection of biotic stimulus,0.00601824920881534,0.015538922137515,0.0070810969983382
Cradd,Bcl2,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,0.0981271487223247,0.150858203211691,0.0687461820378124
Scarb1,Ptk2b,GO:0051000,positive regulation of nitric-oxide synthase activity,8.59935060787928e-05,0.000441398914135142,0.000201145774352399
Phb,Clock,GO:2000322,regulation of glucocorticoid receptor signaling pathway,0.000101681597225435,0.000506714703908602,0.000230910222543585
Nrp1,Celsr2,GO:0097475,motor neuron migration,0.000345020000917644,0.00143398937881396,0.000653469899398842
Usp50,Synj1,GO:0007032,endosome organization,0.173624736453164,0.237627269076648,0.108286902198935
Ace,Tnf,GO:0046325,negative regulation of glucose import,0.00187450118627052,0.00585842798946688,0.00266968947292946
Rac1,Pkhd1,GO:0090175,regulation of establishment of planar polarity,0.0366500008818577,0.0679388520492652,0.0309597793887607
Fnip1,Gsk3b,GO:0032007,negative regulation of TOR signaling,0.0136874152075154,0.0306469061043695,0.0139658151899787
Chst12,Tcf7l2,GO:0030166,proteoglycan biosynthetic process,0.118579910341308,0.176279374911259,0.0803306266359007
Cd36,Adnp,GO:0019934,cGMP-mediated signaling,0.0224602514614466,0.0456605315885727,0.0208075341592564
Ptpro,Parvb,GO:0030032,lamellipodium assembly,0.108314023599898,0.164741913912424,0.0750729981000026
Msx2,Vegfa,GO:0060343,trabecula formation,0.00174685629875519,0.00549103726263119,0.00250226927801564
